unit_id,id,country,city,airline,text
681448488,1575257510,PRT,Vila Nova De Gaia,Virgin America,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)
681448489,1575174743,MEX,Aguascalientes,Virgin America,@VirginAmerica is your website ever coming back online?
681448491,1575163523,ROU,Iasi,Virgin America,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely cancelled for Monday, February 23?"
681448496,1575212544,ESP,Mollet Del Vallès,Virgin America,@VirginAmerica Is flight 0769 out of LGA to DFW on time?
681448498,1575163122,MYS,Petaling Jaya,Virgin America,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
681448500,1575294055,IDN,Yogyakarta,Virgin America,@VirginAmerica having problems booking on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.
681448502,1575020085,PHL,Cebu,Virgin America,@VirginAmerica How do I reschedule my cancelled flights online? The change button is greyed out!
681448504,1575061759,VEN,Barquisimeto,Virgin America,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site"
681448506,1574841771,GBR,Hull,Virgin America,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable."
681448509,1575152340,USA,Fremont,Virgin America,"@VirginAmerica our flight into lga was canceled. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
681448511,1574843164,SRB,,Virgin America,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter
681448513,1575277250,IDN,Yogyakarta,Virgin America,@VirginAmerica is the website down?
681448515,1574995088,IND,,Virgin America,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2
681448517,1575099112,ISR,,Virgin America,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers
681448520,1575020081,PHL,Cebu,Virgin America,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2
681448522,1575101678,ARE,Abu Dhabi,Virgin America,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh
681448524,1575161757,HRV,Vinkovci,Virgin America,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
681448527,1574921632,SGP,Singapore,Virgin America,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
681448529,1574960836,HRV,,Virgin America,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu"
681448531,1574909594,CAN,Mabou,Virgin America,@VirginAmerica Lister to my show my on Monday 1230 130
681448533,1575112808,SGP,Singapore,Virgin America,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
681448535,1574917485,USA,Spring,Virgin America,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher..."
681448538,1574943833,IND,Mumbai,Virgin America,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed
681448540,1574918038,CAN,Mabou,Virgin America,@VirginAmerica I'd love to know what your policy is for damaged luggage.
681448542,1575264875,PRT,Vila Nova De Gaia,Virgin America,@VirginAmerica Thank you for the follow
681448543,1575187978,VNM,Hanoi,Virgin America,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers
681448545,1574899478,DEU,Nürnberg,Virgin America,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?
681448547,1575163660,GRC,Athens,Virgin America,@VirginAmerica @TTINAC11 I DM you
681448551,1575118862,MEX,San Nicolás De Los Garza,Virgin America,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭
681448553,1575196338,VNM,Hanoi,Virgin America,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!
681448555,1574839808,BIH,Banja Luka,Virgin America,@VirginAmerica Flight from BOS &gt; LAS tomorrow was cancelled. No notification; wait times are 1+ hour. Will you rebook on another airline?
681448558,1575163369,IND,,Virgin America,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
681448560,1574967662,IDN,Jakarta,Virgin America,@VirginAmerica Only way to fly! #Elevate #Gold
681448562,1575186851,RUS,Moscow,Virgin America,@VirginAmerica If only you guys had flights from CMH.
681448564,1575114384,SGP,Singapore,Virgin America,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever."
681448566,1574970928,ITA,Cascina,Virgin America,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever
681448568,1575017185,MEX,Mérida,Virgin America,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
681448570,1575222355,ESP,Mora,Virgin America,@VirginAmerica you will match my #AmericanAirlines status? Cool!
681448572,1575161114,USA,Fremont,Virgin America,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉
681448574,1575253920,ESP,Torrelavega,Virgin America,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business
681448576,1574972752,IDN,Tangerang,Virgin America,@VirginAmerica you suck!
681448578,1574859461,SRB,,Virgin America,@VirginAmerica thanks!
681448580,1575238853,EGY,,Virgin America,@VirginAmerica Just DM'd. Same issue persisting.
681448583,1574858085,,,Virgin America,@VirginAmerica Because we never rec'd cancellation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
681448585,1575020138,CHL,Santiago,Virgin America,@VirginAmerica trying to book a flight &amp; your site is down 😁
681448587,1574848635,GBR,Hull,Virgin America,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you cancelled my flight and didn't do anything
681448589,1575194480,PAK,Lahore,Virgin America,@VirginAmerica you stink. Flight canceled from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better
681448591,1575007574,VNM,Nguyên,Virgin America,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue
681448594,1574975027,BRA,Nova Cruz,Virgin America,@VirginAmerica Your website is down and I'm trying to check in!
681448597,1574866808,IRL,,Virgin America,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)"
681448598,1574971035,PHL,Quezon City,Virgin America,@VirginAmerica nervous about my flight from DC to LAX getting cancelled tomorrow! Just sent you a DM to help me!
681448600,1574856243,CAN,Ajax,Virgin America,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4
681448602,1575242890,BIH,Sarajevo,Virgin America,@VirginAmerica Keep up the great work :)
681448604,1575087631,VNM,Ho Chi Minh City,Virgin America,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY
681448607,1575054630,VNM,Hanoi,Virgin America,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously
681448609,1575124342,SGP,Singapore,Virgin America,@VirginAmerica can you please get me to the new york area before monday afternoon
681448612,1575268652,HUN,Budapest,Virgin America,"@VirginAmerica Thanks so much for the awesome support, you guys rock!"
